cancer_type_abbr,r_id,gene,tool
BRCA,250005816,AKAP2,activedriver
BRCA,250005816,EIF4G3,activedriver
BRCA,250005816,GK,activedriver
BRCA,250005816,HIF1A,activedriver
BRCA,250005816,APEX1,activedriver
BRCA,250005816,TAOK2,activedriver
BRCA,250005816,PASK,activedriver
BRCA,250005816,CDC5L,activedriver
BRCA,250005816,ANKRD11,activedriver
BRCA,250005816,ANKFY1,activedriver
BRCA,250005816,SELENBP1,activedriver
BRCA,250005816,EPS15L1,activedriver
BRCA,250005816,SFSWAP,activedriver
BRCA,250005816,AP3D1,activedriver
BRCA,250005816,TTN,activedriver
BRCA,250005816,NEB,activedriver
BRCA,250005816,USP10,activedriver
BRCA,250005816,NUP153,activedriver
BRCA,250005816,RNF19A,activedriver
BRCA,250005816,WNK2,activedriver
BRCA,250005816,PUM2,activedriver
BRCA,250005816,UBR5,activedriver
BRCA,250005816,TRIP12,activedriver
BRCA,250005816,SIPA1L1,activedriver
BRCA,250005816,NOLC1,activedriver
BRCA,250005816,RICTOR,activedriver
BRCA,250005816,C2CD5,activedriver
BRCA,250005816,SCAF8,activedriver
BRCA,250005816,GRAMD1B,activedriver
BRCA,250005816,REPS1,activedriver
BRCA,250005816,IGF2BP2,activedriver
BRCA,250005816,WASHC4,activedriver
BRCA,250005816,UPF1,activedriver
BRCA,250005816,PARD3B,activedriver
BRCA,250005816,FMN2,activedriver
BRCA,250005816,CSTF3,activedriver
BRCA,250005816,DARS,activedriver
BRCA,250005816,DYNC1H1,activedriver
BRCA,250005816,ECM2,activedriver
BRCA,250005816,EP300,activedriver
BRCA,250005816,GTF3C1,activedriver
BRCA,250005816,PARP1,activedriver
BRCA,250005816,GRK2,activedriver
BRCA,250005816,AHNAK,activedriver
BRCA,250005816,CDC25A,activedriver
BRCA,250005816,CDH3,activedriver
BRCA,250005816,CKM,activedriver
BRCA,250005816,COL6A2,activedriver
BRCA,250005816,CSNK2A2,activedriver
BRCA,250005816,CSPG4,activedriver
BRCA,250005816,DDB1,activedriver
BRCA,250005816,EPS15,activedriver
BRCA,250005816,HTT,activedriver
BRCA,250005816,HIVEP1,activedriver
BRCA,250005816,HSPA4,activedriver
BRCA,250005816,MNAT1,activedriver
BRCA,250005816,MYH9,activedriver
BRCA,250005816,PPP1R12B,activedriver
BRCA,250005816,NBN,activedriver
BRCA,250005816,PPL,activedriver
BRCA,250005816,PSMA5,activedriver
BRCA,250005816,PSMC5,activedriver
BRCA,250005816,PSMD1,activedriver
BRCA,250005816,PSMD2,activedriver
BRCA,250005816,PTBP1,activedriver
BRCA,250005816,PYGL,activedriver
BRCA,250005816,RFC4,activedriver
BRCA,250005816,RGS7,activedriver
BRCA,250005816,GRK1,activedriver
BRCA,250005816,RPA1,activedriver
BRCA,250005816,SMARCA2,activedriver
BRCA,250005816,HLTF,activedriver
BRCA,250005816,SOX11,activedriver
BRCA,250005816,NFE2L1,activedriver
BRCA,250005816,TIAM1,activedriver
BRCA,250005816,TPR,activedriver
BRCA,250005816,HSP90B1,activedriver
BRCA,250005816,HIRA,activedriver
BRCA,250005816,ZNF91,activedriver
BRCA,250005816,NRIP1,activedriver
BRCA,250005816,HIRIP3,activedriver
BRCA,250005816,DEGS1,activedriver
BRCA,250005816,YARS,activedriver
BRCA,250005816,CDK13,activedriver
BRCA,250005816,TNKS,activedriver
BRCA,250005816,EIF3A,activedriver
BRCA,250005816,IQGAP1,activedriver
BRCA,250005816,GMPS,activedriver
BRCA,250005816,PRPF4B,activedriver
BRCA,250005816,BCL10,activedriver
BRCA,250005816,CS,activedriver
BRCA,250005816,DLG1,activedriver
BRCA,250005816,EFNB2,activedriver
BRCA,250005816,STX3,activedriver
BRCA,250005816,KLF4,activedriver
BRCA,250005816,GTPBP1,activedriver
BRCA,250005816,BCR,activedriver
BRCA,250005816,CREBBP,activedriver
BRCA,250005816,DSP,activedriver
BRCA,250005816,EPRS,activedriver
BRCA,250005816,ERBB2,activedriver
BRCA,250005816,BPTF,activedriver
BRCA,250005816,FOXA1,activedriver
BRCA,250005816,SREBF2,activedriver
BRCA,250005816,TRPC6,activedriver
BRCA,250005816,XPC,activedriver
BRCA,250005816,HERC2,activedriver
BRCA,250005816,PRPF3,activedriver
BRCA,250005816,SCAF11,activedriver
BRCA,250005816,REPS2,activedriver
BRCA,250005816,SYMPK,activedriver
BRCA,250005816,ACTN4,activedriver
BRCA,250005816,ABCC1,activedriver
BRCA,250005816,MYO1E,activedriver
BRCA,250005816,POLRMT,activedriver
BRCA,250005816,QARS,activedriver
BRCA,250005816,THRAP3,activedriver
BRCA,250005816,ERBB4,activedriver
BRCA,250005816,HIST1H1T,activedriver
BRCA,250005816,NKTR,activedriver
BRCA,250005816,SHMT2,activedriver
BRCA,250005816,TP73,activedriver
BRCA,250005816,ARHGEF5,activedriver
BRCA,250005816,IRS1,activedriver
BRCA,250005816,TCF20,activedriver
BRCA,250005816,TERF2,activedriver
BRCA,250005816,DDX39A,activedriver
BRCA,250005816,SPEG,activedriver
BRCA,250005816,IDH1,activedriver
BRCA,250005816,SMAD3,activedriver
BRCA,250005816,MAP1B,activedriver
BRCA,250005816,MCM4,activedriver
BRCA,250005816,MCM7,activedriver
BRCA,250005816,MAP3K5,activedriver
BRCA,250005816,HNRNPM,activedriver
BRCA,250005816,TUBA4A,activedriver
BRCA,250005816,UCHL3,activedriver
BRCA,250005816,ARID1A,activedriver
BRCA,250005816,EXO1,activedriver
BRCA,250005816,PCNT,activedriver
BRCA,250005816,CDC42BPB,activedriver
BRCA,250005816,PKDREJ,activedriver
BRCA,250005816,KRT1,activedriver
BRCA,250005816,PCM1,activedriver
BRCA,250005816,RANBP2,activedriver
BRCA,250005816,ITSN2,activedriver
BRCA,250005816,NCOR1,activedriver
BRCA,250005816,NCOR2,activedriver
BRCA,250005816,ARFGEF2,activedriver
BRCA,250005816,ARFGEF1,activedriver
BRCA,250005816,CCT4,activedriver
BRCA,250005816,PRPF8,activedriver
BRCA,250005816,CTCF,activedriver
BRCA,250005816,MAP4K5,activedriver
BRCA,250005816,MAP3K2,activedriver
BRCA,250005816,NES,activedriver
BRCA,250005816,AHCYL1,activedriver
BRCA,250005816,UTP14A,activedriver
BRCA,250005816,MCM5,activedriver
BRCA,250005816,DDX18,activedriver
BRCA,250005816,TMED10,activedriver
BRCA,250005816,ASCC3,activedriver
BRCA,250005816,SF3B2,activedriver
BRCA,250005816,ZFP36L2,activedriver
BRCA,250005816,PRKDC,activedriver
BRCA,250005816,TOPBP1,activedriver
BRCA,250005816,POLR3A,activedriver
BRCA,250005816,KAT7,activedriver
BRCA,250005816,CLTCL1,activedriver
BRCA,250005816,TMF1,activedriver
BRCA,250005816,VCP,activedriver
BRCA,250005816,PALM2-AKAP2,activedriver
BRCA,250005816,BRCA1,activedriver
BRCA,250005816,STAT1,activedriver
BRCA,250005816,MIP,activedriver
BRCA,250005816,CCT5,activedriver
BRCA,250005816,GLUD2,activedriver
BRCA,250005816,LETM1,activedriver
BRCA,250005816,RAB3GAP2,activedriver
BRCA,250005816,SF3B1,activedriver
BRCA,250005816,TBK1,activedriver
BRCA,250005816,ZNF180,activedriver
BRCA,250005816,MAT2B,activedriver
BRCA,250005816,TRA2A,activedriver
BRCA,250005816,TFPT,activedriver
BRCA,250005816,BAZ1A,activedriver
BRCA,250005816,BAZ2A,activedriver
BRCA,250005816,EWSR1,activedriver
BRCA,250005816,SNRNP200,activedriver
BRCA,250005816,SMARCAL1,activedriver
BRCA,250005816,EDC4,activedriver
BRCA,250005816,ZNF318,activedriver
BRCA,250005816,AKAP8L,activedriver
BRCA,250005816,PRPF19,activedriver
BRCA,250005816,CNOT3,activedriver
BRCA,250005816,MDN1,activedriver
BRCA,250005816,GSE1,activedriver
BRCA,250005816,MDC1,activedriver
BRCA,250005816,DZIP3,activedriver
BRCA,250005816,PHF14,activedriver
BRCA,250005816,DOCK10,activedriver
BRCA,250005816,KNTC1,activedriver
BRCA,250005816,SLK,activedriver
BRCA,250005816,DLGAP5,activedriver
BRCA,250005816,MRPL19,activedriver
BRCA,250005816,URB1,activedriver
BRCA,250005816,DDX46,activedriver
BRCA,250005816,LMTK2,activedriver
BRCA,250005816,PDCD11,activedriver
BRCA,250005816,ACIN1,activedriver
BRCA,250005816,RIMS1,activedriver
BRCA,250005816,SPEN,activedriver
BRCA,250005816,FRYL,activedriver
BRCA,250005816,ZSWIM8,activedriver
BRCA,250005816,PIKFYVE,activedriver
BRCA,250005816,SETX,activedriver
BRCA,250005816,SMG1,activedriver
BRCA,250005816,POGZ,activedriver
BRCA,250005816,MAST2,activedriver
BRCA,250005816,ALMS1,activedriver
BRCA,250005816,RRP12,activedriver
BRCA,250005816,RPRD2,activedriver
BRCA,250005816,MICAL3,activedriver
BRCA,250005816,NCAPD3,activedriver
BRCA,250005816,SPECC1L,activedriver
BRCA,250005816,NCAPH,activedriver
BRCA,250005816,ZFYVE26,activedriver
BRCA,250005816,GEMIN5,activedriver
BRCA,250005816,VIRMA,activedriver
BRCA,250005816,CCDC9,activedriver
BRCA,250005816,KIF1BP,activedriver
BRCA,250005816,BRPF3,activedriver
BRCA,250005816,MINK1,activedriver
BRCA,250005816,NBAS,activedriver
BRCA,250005816,UTP18,activedriver
BRCA,250005816,KCTD3,activedriver
BRCA,250005816,COPG1,activedriver
BRCA,250005816,RAB10,activedriver
BRCA,250005816,CPSF3,activedriver
BRCA,250005816,ACSL5,activedriver
BRCA,250005816,TRAP1,activedriver
BRCA,250005816,BIN2,activedriver
BRCA,250005816,HSPA14,activedriver
BRCA,250005816,RAB14,activedriver
BRCA,250005816,SRRM2,activedriver
BRCA,250005816,CENPF,activedriver
BRCA,250005816,ARID4B,activedriver
BRCA,250005816,KDM3B,activedriver
BRCA,250005816,PAXBP1,activedriver
BRCA,250005816,F11R,activedriver
BRCA,250005816,MYH4,activedriver
BRCA,250005816,NOTCH1,activedriver
BRCA,250005816,WDR55,activedriver
BRCA,250005816,STAP2,activedriver
BRCA,250005816,RETSAT,activedriver
BRCA,250005816,CHD7,activedriver
BRCA,250005816,VPS13B,activedriver
BRCA,250005816,PRPF40A,activedriver
BRCA,250005816,ARHGEF40,activedriver
BRCA,250005816,ELP3,activedriver
BRCA,250005816,PLEKHG6,activedriver
BRCA,250005816,UBA6,activedriver
BRCA,250005816,NUP133,activedriver
BRCA,250005816,CDK5RAP2,activedriver
BRCA,250005816,MIS18BP1,activedriver
BRCA,250005816,WDR33,activedriver
BRCA,250005816,BDP1,activedriver
BRCA,250005816,CENPJ,activedriver
BRCA,250005816,ANLN,activedriver
BRCA,250005816,CDCA7L,activedriver
BRCA,250005816,SH3BP1,activedriver
BRCA,250005816,DAZAP1,activedriver
BRCA,250005816,PARD3,activedriver
BRCA,250005816,RAD18,activedriver
BRCA,250005816,RALGAPA2,activedriver
BRCA,250005816,NAV1,activedriver
BRCA,250005816,DCUN1D1,activedriver
BRCA,250005816,ARID1B,activedriver
BRCA,250005816,UBR4,activedriver
BRCA,250005816,NUFIP2,activedriver
BRCA,250005816,PREX1,activedriver
BRCA,250005816,VPS13C,activedriver
BRCA,250005816,SHROOM3,activedriver
BRCA,250005816,LRFN1,activedriver
BRCA,250005816,KIAA1522,activedriver
BRCA,250005816,USP37,activedriver
BRCA,250005816,NCOA5,activedriver
BRCA,250005816,ANK3,activedriver
BRCA,250005816,UBC,activedriver
BRCA,250005816,HIST1H2AE,activedriver
BRCA,250005816,NDUFV3,activedriver
BRCA,250005816,ZNF8,activedriver
BRCA,250005816,SVIL,activedriver
BRCA,250005816,TGIF2,activedriver
BRCA,250005816,GABRB2,activedriver
BRCA,250005816,JUP,activedriver
BRCA,250005816,HEATR6,activedriver
BRCA,250005816,ZNF106,activedriver
BRCA,250005816,TNS1,activedriver
BRCA,250005816,ANAPC1,activedriver
BRCA,250005816,DGCR8,activedriver
BRCA,250005816,TNS3,activedriver
BRCA,250005816,YTHDC2,activedriver
BRCA,250005816,FAM129B,activedriver
BRCA,250005816,FGFR2,activedriver
BRCA,250005816,NOTCH2,activedriver
BRCA,250005816,GCC1,activedriver
BRCA,250005816,BBS10,activedriver
BRCA,250005816,MUC16,activedriver
BRCA,250005816,SLTM,activedriver
BRCA,250005816,KIAA0319L,activedriver
BRCA,250005816,DOCK5,activedriver
BRCA,250005816,SPG11,activedriver
BRCA,250005816,PNPLA3,activedriver
BRCA,250005816,ARHGAP39,activedriver
BRCA,250005816,WDR59,activedriver
BRCA,250005816,TET1,activedriver
BRCA,250005816,HNRNPK,activedriver
BRCA,250005816,HUWE1,activedriver
BRCA,250005816,RBM4B,activedriver
BRCA,250005816,BRIP1,activedriver
BRCA,250005816,CEP192,activedriver
BRCA,250005816,USP42,activedriver
BRCA,250005816,ARFGAP2,activedriver
BRCA,250005816,BAZ1B,activedriver
BRCA,250005816,KIF2B,activedriver
BRCA,250005816,BUD13,activedriver
BRCA,250005816,ALG2,activedriver
BRCA,250005816,TNKS1BP1,activedriver
BRCA,250005816,FBXW7,activedriver
BRCA,250005816,MYO18A,activedriver
BRCA,250005816,PRRC2A,activedriver
BRCA,250005816,RAD17,activedriver
BRCA,250005816,NIPBL,activedriver
BRCA,250005816,ZNF845,activedriver
BRCA,250005816,AHNAK2,activedriver
BRCA,250005816,FAM83F,activedriver
BRCA,250005816,RAB3C,activedriver
BRCA,250005816,NEXN,activedriver
BRCA,250005816,SPICE1,activedriver
BRCA,250005816,SMCR8,activedriver
BRCA,250005816,NLRP11,activedriver
BRCA,250005816,GLYATL2,activedriver
BRCA,250005816,GCSAML,activedriver
BRCA,250005816,ZNF627,activedriver
BRCA,250005816,ATXN2L,activedriver
BRCA,250005816,CDC42EP1,activedriver
BRCA,250005816,TC2N,activedriver
BRCA,250005816,SEMA6D,activedriver
BRCA,250005816,UBR7,activedriver
BRCA,250005816,PATJ,activedriver
BRCA,250005816,ZNF680,activedriver
BRCA,250005816,HPS5,activedriver
BRCA,250005816,PIK3R1,activedriver
BRCA,250005816,KCNK18,activedriver
BRCA,250005816,PKM,activedriver
BRCA,250005816,INTS6L,activedriver
BRCA,250005816,LRRK2,activedriver
BRCA,250005816,ACACA,activedriver
BRCA,250005816,TH,activedriver
BRCA,250005816,PLEC,activedriver
BRCA,250005816,DDX42,activedriver
BRCA,250005816,NCKAP1,activedriver
BRCA,250005816,TSEN54,activedriver
BRCA,250005816,CDK18,activedriver
BRCA,250005816,ABCA2,activedriver
BRCA,250005816,LYSMD1,activedriver
CESC,250005859,FAS,activedriver
CESC,250005859,ATM,activedriver
CESC,250005859,BLM,activedriver
CESC,250005859,ITGB4,activedriver
CESC,250005859,KIT,activedriver
CESC,250005859,LIG1,activedriver
CESC,250005859,PTEN,activedriver
CESC,250005859,SOX9,activedriver
CESC,250005859,APOB,activedriver
CESC,250005859,UBE3A,activedriver
CESC,250005859,ATRX,activedriver
CESC,250005859,RAG2,activedriver
CESC,250005859,RYR1,activedriver
CESC,250005859,TP53,activedriver
CESC,250005859,GSR,activedriver
CESC,250005859,ALDH1A3,activedriver
CESC,250005859,HRH1,activedriver
CESC,250005859,SMAD5,activedriver
CESC,250005859,DNAJB12,activedriver
CESC,250005859,ANXA2,activedriver
CESC,250005859,RREB1,activedriver
CESC,250005859,SREBF1,activedriver
CESC,250005859,DNM2,activedriver
CESC,250005859,CHEK2,activedriver
CESC,250005859,HRNR,activedriver
CESC,250005859,TNK2,activedriver
CESC,250005859,RPS7,activedriver
CESC,250005859,AKT1,activedriver
CESC,250005859,SH3PXD2B,activedriver
CESC,250005859,ABCF1,activedriver
CESC,250005859,ARHGAP5,activedriver
CESC,250005859,USP9X,activedriver
CESC,250005859,UEVLD,activedriver
CESC,250005859,DIAPH3,activedriver
CESC,250005859,COASY,activedriver
CESC,250005859,SLC12A2,activedriver
CESC,250005859,TOP2A,activedriver
CESC,250005859,MYO5B,activedriver
CESC,250005859,BICC1,activedriver
CESC,250005859,CTNND1,activedriver
CESC,250005859,ACLY,activedriver
CESC,250005859,ZBTB21,activedriver
CESC,250005859,CKAP2,activedriver
CESC,250005859,PACS2,activedriver
CESC,250005859,ACTN2,activedriver
CESC,250005859,MYBBP1A,activedriver
CESC,250005859,FLNA,activedriver
CESC,250005859,SUPT5H,activedriver
CESC,250005859,SYNPO2L,activedriver
CESC,250005859,AEBP2,activedriver
CESC,250005859,MET,activedriver
CESC,250005859,MAPKBP1,activedriver
CESC,250005859,EPN1,activedriver
CESC,250005859,SPAG9,activedriver
CESC,250005859,PLCH1,activedriver
CESC,250005859,EIF2AK1,activedriver
CESC,250005859,VAV2,activedriver
CESC,250005859,TCOF1,activedriver
CESC,250005859,ECD,activedriver
CESC,250005859,TTC39C,activedriver
CESC,250005859,TP53BP1,activedriver
CESC,250005859,EDC3,activedriver
CESC,250005859,PIEZO1,activedriver
CESC,250005859,PPP1R12A,activedriver
CESC,250005859,NEDD4L,activedriver
CESC,250005859,KIAA1671,activedriver
CESC,250005859,MYH14,activedriver
CESC,250005859,TJAP1,activedriver
CESC,250005859,GRAMD2B,activedriver
CESC,250005859,ANK2,activedriver
CESC,250005859,ANXA4,activedriver
CESC,250005859,SGO2,activedriver
CESC,250005859,TNIK,activedriver
CESC,250005859,PPP2R5C,activedriver
CESC,250005859,PDP1,activedriver
CESC,250005859,TNRC6B,activedriver
CESC,250005859,CCDC120,activedriver
CESC,250005859,L1TD1,activedriver
CESC,250005859,ABL2,activedriver
CESC,250005859,TJP2,activedriver
CESC,250005859,ABCC6,activedriver
CESC,250005859,ZNF829,activedriver
CESC,250005859,PTPN22,activedriver
CESC,250005859,RBBP7,activedriver
CESC,250005859,MDH1,activedriver
CESC,250005859,HSD17B4,activedriver
CESC,250005859,INTS7,activedriver
CESC,250005859,SH3GLB1,activedriver
CESC,250005859,BRDT,activedriver
CESC,250005859,DENND5A,activedriver
CESC,250005859,RELA,activedriver
CESC,250005859,ZNF43,activedriver
CESC,250005859,TKT,activedriver
CESC,250005859,TTN,activedriver
CESC,250005859,CHD1,activedriver
CESC,250005859,NEB,activedriver
CESC,250005859,PDK1,activedriver
CESC,250005859,WNK2,activedriver
CESC,250005859,UBR5,activedriver
CESC,250005859,ABI2,activedriver
CESC,250005859,TRIP12,activedriver
CESC,250005859,CCSER2,activedriver
CESC,250005859,MARK1,activedriver
CESC,250005859,HSPH1,activedriver
CESC,250005859,PHRF1,activedriver
CESC,250005859,CDK14,activedriver
CESC,250005859,IQCE,activedriver
CESC,250005859,CLTC,activedriver
CESC,250005859,GMIP,activedriver
CESC,250005859,CYFIP2,activedriver
CESC,250005859,IGF2BP2,activedriver
CESC,250005859,ZC3H18,activedriver
CESC,250005859,TRERF1,activedriver
CESC,250005859,CD3EAP,activedriver
CESC,250005859,BSDC1,activedriver
CESC,250005859,PARD3B,activedriver
CESC,250005859,WDR61,activedriver
CESC,250005859,ERCC3,activedriver
CESC,250005859,SRRM1,activedriver
CESC,250005859,CIC,activedriver
CESC,250005859,DHX9,activedriver
CESC,250005859,DLG4,activedriver
CESC,250005859,DYNC1H1,activedriver
CESC,250005859,DPYSL2,activedriver
CESC,250005859,EP300,activedriver
CESC,250005859,EPB41L2,activedriver
CESC,250005859,FLNC,activedriver
CESC,250005859,GDI2,activedriver
CESC,250005859,GPR39,activedriver
CESC,250005859,GTF3C1,activedriver
CESC,250005859,INPPL1,activedriver
CESC,250005859,ACTG1,activedriver
CESC,250005859,AHNAK,activedriver
CESC,250005859,CAMLG,activedriver
CESC,250005859,CD63,activedriver
CESC,250005859,CPT1A,activedriver
CESC,250005859,CTNNA1,activedriver
CESC,250005859,CTNNB1,activedriver
CESC,250005859,E2F3,activedriver
CESC,250005859,EIF5,activedriver
CESC,250005859,GSPT1,activedriver
CESC,250005859,HTT,activedriver
CESC,250005859,HIVEP1,activedriver
CESC,250005859,HNRNPA1,activedriver
CESC,250005859,HSPA4,activedriver
CESC,250005859,ITGAL,activedriver
CESC,250005859,KPNA1,activedriver
CESC,250005859,LYN,activedriver
CESC,250005859,MARCKS,activedriver
CESC,250005859,MGMT,activedriver
CESC,250005859,MKI67,activedriver
CESC,250005859,MAP3K11,activedriver
CESC,250005859,MNAT1,activedriver
CESC,250005859,MYH3,activedriver
CESC,250005859,MYH9,activedriver
CESC,250005859,NTRK1,activedriver
CESC,250005859,NUP88,activedriver
CESC,250005859,P2RX1,activedriver
CESC,250005859,SERPINF1,activedriver
CESC,250005859,PRKCI,activedriver
CESC,250005859,PYGL,activedriver
CESC,250005859,RFC1,activedriver
CESC,250005859,SKI,activedriver
CESC,250005859,SMARCC1,activedriver
CESC,250005859,SNAPC4,activedriver
CESC,250005859,HSP90B1,activedriver
CESC,250005859,USP1,activedriver
CESC,250005859,HIST1H2AL,activedriver
CESC,250005859,STK24,activedriver
CESC,250005859,DHX16,activedriver
CESC,250005859,CUL4B,activedriver
CESC,250005859,YARS,activedriver
CESC,250005859,NCOA1,activedriver
CESC,250005859,MPZL1,activedriver
CESC,250005859,MYOM2,activedriver
CESC,250005859,ACOX1,activedriver
CESC,250005859,BNIP3,activedriver
CESC,250005859,BYSL,activedriver
CESC,250005859,CS,activedriver
CESC,250005859,FLT3,activedriver
CESC,250005859,MYO9B,activedriver
CESC,250005859,PRKAR2A,activedriver
CESC,250005859,SOCS6,activedriver
CESC,250005859,BCL9,activedriver
CESC,250005859,COL12A1,activedriver
CESC,250005859,CREBBP,activedriver
CESC,250005859,DSP,activedriver
CESC,250005859,EPHB1,activedriver
CESC,250005859,EPRS,activedriver
CESC,250005859,ACSL3,activedriver
CESC,250005859,KIF11,activedriver
CESC,250005859,MCM2,activedriver
CESC,250005859,SNRPA,activedriver
CESC,250005859,NPHS1,activedriver
CESC,250005859,HERC2,activedriver
CESC,250005859,HGS,activedriver
CESC,250005859,REPS2,activedriver
CESC,250005859,MED1,activedriver
CESC,250005859,ARHGAP29,activedriver
CESC,250005859,MED26,activedriver
CESC,250005859,ROCK2,activedriver
CESC,250005859,BAG4,activedriver
CESC,250005859,ABCC1,activedriver
CESC,250005859,MED13,activedriver
CESC,250005859,USP8,activedriver
CESC,250005859,CBL,activedriver
CESC,250005859,ERBB4,activedriver
CESC,250005859,GAK,activedriver
CESC,250005859,HSPA1B,activedriver
CESC,250005859,APBA2,activedriver
CESC,250005859,GTF2E1,activedriver
CESC,250005859,SOS1,activedriver
CESC,250005859,TCF20,activedriver
CESC,250005859,SCAMP3,activedriver
CESC,250005859,RAD50,activedriver
CESC,250005859,TRIM28,activedriver
CESC,250005859,MPHOSPH10,activedriver
CESC,250005859,FLOT1,activedriver
CESC,250005859,DNAJA2,activedriver
CESC,250005859,MAP1B,activedriver
CESC,250005859,MEF2D,activedriver
CESC,250005859,MAP3K1,activedriver
CESC,250005859,MFAP1,activedriver
CESC,250005859,FOXO4,activedriver
CESC,250005859,STK10,activedriver
CESC,250005859,ARID1A,activedriver
CESC,250005859,PCNT,activedriver
CESC,250005859,NDC80,activedriver
CESC,250005859,NUMA1,activedriver
CESC,250005859,PCM1,activedriver
CESC,250005859,PLCL1,activedriver
CESC,250005859,PRKCD,activedriver
CESC,250005859,PKN2,activedriver
CESC,250005859,RAD21,activedriver
CESC,250005859,RANBP2,activedriver
CESC,250005859,SRSF6,activedriver
CESC,250005859,TACC1,activedriver
CESC,250005859,NCOR1,activedriver
CESC,250005859,NCOR2,activedriver
CESC,250005859,PPIH,activedriver
CESC,250005859,NXF1,activedriver
CESC,250005859,SYNCRIP,activedriver
CESC,250005859,HEXIM1,activedriver
CESC,250005859,SPAG5,activedriver
